word,length,velocity_x,velocity_y,author
добрый,0.5099999999999999,6.25,35.98484848484848,Sergey Nemchinskiy
день,0.2100000000000002,6.25,11.111111111111112,Sergey Nemchinskiy
день,0.2699999999999818,3.75,25.0,Sergey Nemchinskiy
мои,0.17999999999999994,4.166666666666666,1.0416666666666665,Sergey Nemchinskiy
дорогие,0.47999999999999976,4.375,25.833333333333336,Sergey Nemchinskiy
меня,0.2999999999999998,6.25,17.916666666666668,Sergey Nemchinskiy
меня,0.2400000000000002,18.75,83.33333333333333,Sergey Nemchinskiy
меня,0.29999999999999716,7.638888888888888,15.972222222222223,Sergey Nemchinskiy
меня,0.20999999999999375,6.25,13.541666666666668,Sergey Nemchinskiy
меня,0.36000000000001364,9.523809523809526,13.988095238095239,Sergey Nemchinskiy
зовут,0.27,5.0,32.916666666666664,Sergey Nemchinskiy
эльдара,0.3600000000000003,11.60714285714286,15.773809523809526,Sergey Nemchinskiy
я,0.3000000000000007,7.916666666666666,28.750000000000004,Sergey Nemchinskiy
я,0.1799999999999926,12.5,33.33333333333333,Sergey Nemchinskiy
я,0.1799999999999926,11.11111111111111,38.88888888888889,Sergey Nemchinskiy
я,0.20999999999997954,6.25,31.25,Sergey Nemchinskiy
я,0.12000000000000455,8.333333333333332,20.833333333333336,Sergey Nemchinskiy
я,0.2400000000000091,11.458333333333334,18.750000000000004,Sergey Nemchinskiy
я,0.29463900000001786,5.416666666666666,4.583333333333333,Sergey Nemchinskiy
я,0.12000000000000455,8.333333333333332,37.5,Sergey Nemchinskiy
я,0.2700000000000955,9.166666666666666,15.0,Sergey Nemchinskiy
я,0.11999999999989086,4.166666666666666,10.416666666666668,Sergey Nemchinskiy
вот,0.17999999999999972,9.027777777777779,22.22222222222222,Sergey Nemchinskiy
вот,0.3300000000000409,4.861111111111111,25.000000000000007,Sergey Nemchinskiy
уже,0.14999999999999947,8.333333333333332,35.41666666666667,Sergey Nemchinskiy
десять,0.41999999999999993,6.25,23.84259259259259,Sergey Nemchinskiy
десять,0.4199999999999591,10.879629629629628,17.12962962962963,Sergey Nemchinskiy
десять,0.36000000000001364,5.952380952380952,8.333333333333334,Sergey Nemchinskiy
десять,0.5399999999999636,7.575757575757574,16.47727272727273,Sergey Nemchinskiy
десять,0.32999999999992724,9.375,10.76388888888889,Sergey Nemchinskiy
десять,0.39000000000010004,3.3854166666666665,7.03125,Sergey Nemchinskiy
десять,0.4500000000000455,4.398148148148148,24.07407407407408,Sergey Nemchinskiy
лет,0.33000000000000007,5.208333333333334,7.291666666666667,Sergey Nemchinskiy
лет,0.30000000000001137,8.75,16.25,Sergey Nemchinskiy
лет,0.32999999999992724,6.944444444444445,6.597222222222222,Sergey Nemchinskiy
сегодня,0.3899999999999997,11.979166666666666,37.76041666666667,Sergey Nemchinskiy
сегодня,0.5399999999999636,7.196969696969696,17.045454545454543,Sergey Nemchinskiy
сегодня,0.7199999999999136,11.848958333333332,14.453125000000004,Sergey Nemchinskiy
сегодня,0.5099999999999909,9.583333333333334,17.291666666666668,Sergey Nemchinskiy
мы,0.120000000000001,4.166666666666666,39.58333333333333,Sergey Nemchinskiy
мы,0.14999999999986358,18.75,41.66666666666667,Sergey Nemchinskiy
мы,0.15000000000009095,18.75,60.416666666666664,Sergey Nemchinskiy
продолжим,0.5699999999999985,7.465277777777778,19.96527777777778,Sergey Nemchinskiy
с,0.060000000000002274,-0.0,-0.0,Sergey Nemchinskiy
с,0.2699999999999818,9.375,46.875,Sergey Nemchinskiy
с,0.1199999999999477,6.25,8.333333333333332,Sergey Nemchinskiy
с,0.08999999999991815,8.333333333333332,18.75,Sergey Nemchinskiy
с,0.05999999999994543,-0.0,-0.0,Sergey Nemchinskiy
с,0.029999999999972715,-0.0,-0.0,Sergey Nemchinskiy
с,0.2699999999999818,2.9166666666666665,6.25,Sergey Nemchinskiy
вами,0.2400000000000002,8.854166666666668,20.833333333333336,Sergey Nemchinskiy
вами,0.3599999999999568,7.440476190476191,15.77380952380952,Sergey Nemchinskiy
говорить,0.41999999999999993,10.937500000000002,26.5625,Sergey Nemchinskiy
говорить,0.3599999999999568,7.440476190476189,13.095238095238097,Sergey Nemchinskiy
про,0.21000000000000085,11.805555555555557,27.083333333333332,Sergey Nemchinskiy
про,0.14999999999999147,6.25,16.666666666666664,Sergey Nemchinskiy
новости,0.629999999999999,10.416666666666666,10.119047619047619,Sergey Nemchinskiy
технологий,0.8183030000000002,7.291666666666667,19.444444444444443,Sergey Nemchinskiy
технологий,0.6900000000000546,13.194444444444445,10.833333333333334,Sergey Nemchinskiy
технологий,0.5400000000000773,32.46527777777778,17.361111111111114,Sergey Nemchinskiy
технологий,0.6600000000000819,9.374999999999996,25.446428571428577,Sergey Nemchinskiy
последних,0.6600000000000001,7.5892857142857135,19.940476190476193,Sergey Nemchinskiy
недель,0.39035300000000106,7.8125,16.145833333333336,Sergey Nemchinskiy
зацепили,0.5099999999999998,8.712121212121213,12.310606060606064,Sergey Nemchinskiy
лично,0.39000000000000057,7.142857142857142,10.714285714285714,Sergey Nemchinskiy
лично,0.4499999999999318,9.25925925925926,16.666666666666668,Sergey Nemchinskiy
поехали,0.5399999999999991,38.25757575757576,13.446969696969695,Sergey Nemchinskiy
займётся,0.5700000000000003,11.284722222222221,14.930555555555555,Sergey Nemchinskiy
разработкой,0.8100000000000023,7.4074074074074066,10.879629629629628,Sergey Nemchinskiy
шести,0.7200000000000024,6.380208333333333,9.895833333333332,Sergey Nemchinskiy
шести,0.5999999999999943,4.166666666666667,8.493589743589743,Sergey Nemchinskiy
шести,0.36000000000001364,5.059523809523809,14.583333333333332,Sergey Nemchinskiy
своё,0.28907999999999845,5.416666666666666,30.83333333333333,Sergey Nemchinskiy
своё,0.2400000000000091,6.25,14.0625,Sergey Nemchinskiy
время,0.33000000000000185,7.638888888888888,15.625000000000004,Sergey Nemchinskiy
время,0.30000000000001137,6.597222222222222,17.361111111111107,Sergey Nemchinskiy
время,0.5099999999999909,9.375,14.583333333333332,Sergey Nemchinskiy
время,0.38999999999998636,8.072916666666666,24.479166666666668,Sergey Nemchinskiy
упустила,0.571752,8.012820512820513,26.12179487179487,Sergey Nemchinskiy
шанс,0.4800000000000004,6.458333333333332,16.249999999999996,Sergey Nemchinskiy
шанс,0.3300000000000409,8.680555555555557,27.083333333333332,Sergey Nemchinskiy
выпустить,0.509999999999998,8.143939393939394,25.0,Sergey Nemchinskiy
первый,0.39000000000000057,8.593750000000002,11.458333333333332,Sergey Nemchinskiy
первый,0.45000000000000284,4.62962962962963,12.5,Sergey Nemchinskiy
первый,0.38999999999998636,8.333333333333334,12.239583333333332,Sergey Nemchinskiy
в,0.05999999999999872,-0.0,-0.0,Sergey Nemchinskiy
в,0.060000000000002274,-0.0,-0.0,Sergey Nemchinskiy
в,0.14999999999999147,8.333333333333332,20.833333333333336,Sergey Nemchinskiy
в,0.15000000000000568,6.25,6.25,Sergey Nemchinskiy
в,0.030000000000001137,-0.0,-0.0,Sergey Nemchinskiy
в,0.060000000000002274,-0.0,-0.0,Sergey Nemchinskiy
в,0.029999999999972715,-0.0,-0.0,Sergey Nemchinskiy
в,0.12000000000000455,14.583333333333334,54.166666666666664,Sergey Nemchinskiy
в,0.1500000000000341,9.375,17.708333333333336,Sergey Nemchinskiy
в,0.029999999999972715,-0.0,-0.0,Sergey Nemchinskiy
в,0.060000000000002274,-0.0,-0.0,Sergey Nemchinskiy
в,0.060000000000002274,-0.0,-0.0,Sergey Nemchinskiy
в,0.060000000000002274,-0.0,-0.0,Sergey Nemchinskiy
в,0.12000000000000455,8.333333333333332,29.166666666666668,Sergey Nemchinskiy
в,0.0963869999999929,10.416666666666668,6.25,Sergey Nemchinskiy
в,0.06000000000005912,-0.0,-0.0,Sergey Nemchinskiy
в,0.06000000000005912,-0.0,-0.0,Sergey Nemchinskiy
в,0.05999999999994543,-0.0,-0.0,Sergey Nemchinskiy
в,0.06000000000005912,-0.0,-0.0,Sergey Nemchinskiy
в,0.06000000000005912,-0.0,-0.0,Sergey Nemchinskiy
в,0.06000000000005912,-0.0,-0.0,Sergey Nemchinskiy
в,0.05999999999994543,-0.0,-0.0,Sergey Nemchinskiy
в,0.06000000000005912,-0.0,-0.0,Sergey Nemchinskiy
в,0.14999999999997726,9.375,21.875,Sergey Nemchinskiy
в,0.12000000000000455,6.25,52.083333333333336,Sergey Nemchinskiy
в,0.029999999999972715,-0.0,-0.0,Sergey Nemchinskiy
в,0.11999999999989086,6.25,18.75,Sergey Nemchinskiy
в,0.029999999999972715,-0.0,-0.0,Sergey Nemchinskiy
в,0.029999999999972715,-0.0,-0.0,Sergey Nemchinskiy
мире,0.240000000000002,11.979166666666666,35.41666666666667,Sergey Nemchinskiy
помешал,0.4800000000000004,11.25,19.166666666666668,Sergey Nemchinskiy
затяжной,0.4800000000000004,7.499999999999998,16.249999999999996,Sergey Nemchinskiy
чипов,0.360000000000003,10.119047619047619,19.94047619047619,Sergey Nemchinskiy
альфонс,0.480000000000004,6.666666666666667,15.208333333333332,Sergey Nemchinskiy
поддержка,0.509999999999998,5.833333333333333,21.458333333333336,Sergey Nemchinskiy
вышли,0.36342000000000496,41.07142857142857,38.98809523809524,Sergey Nemchinskiy
всего,0.269999999999996,6.25,7.5,Sergey Nemchinskiy
всего,0.4200000000000159,10.416666666666666,34.895833333333336,Sergey Nemchinskiy
